ident,type,name,elevation_ft,continent,iso_country,iso_region,municipality,gps_code,iata_code,local_code,coordinates
5NJ3,heliport,Great Gorge Country Club Inc Heliport,520.0,,US,US-NJ,Vernon,5NJ3,,5NJ3,"41.1912, -74.532402"
5NJ4,heliport,Trenton Heliport,10.0,,US,US-NJ,Trenton,5NJ4,,5NJ4,"40.215238, -74.766153"
5NJ5,heliport,Atsion Helistop,60.0,,US,US-NJ,Trenton,5NJ5,,5NJ5,"39.74319839477539, -74.72540283203125"
5NJ6,closed,Congoleum Helistop,50.0,,US,US-NJ,Trenton,,,,"40.250099, -74.706802"
5NJ7,heliport,Warren Hospital Heliport,380.0,,US,US-NJ,Phillipsburg,5NJ7,,5NJ7,"40.702598571777344, -75.1780014038086"
5NJ8,heliport,Oyster Creek Generating Station Heliport,19.0,,US,US-NJ,Forked River,5NJ8,,5NJ8,"39.81589889526367, -74.20390319824219"
5NJ9,heliport,West Jersey Hospital Heliport,124.0,,US,US-NJ,Glendale/Voorhees,5NJ9,,5NJ9,"39.86289978027344, -74.96019744873047"
5NK,small_airport,Naknek Airport,70.0,,US,US-AK,Naknek,,NNK,5NK,"58.735633, -157.02216"
5NK0,small_airport,Salubrious Point Airport,295.0,,US,US-NY,Chaumont,5NK0,,5NK0,"44.0442008972168, -76.14360046386719"
5NK1,small_airport,Toggenburg Farms Airport,435.0,,US,US-NY,Newark,5NK1,,5NK1,"43.111752, -77.052231"
5NK2,heliport,Alexander's East Heliport,5.0,,US,US-NY,Westhampton Beach,5NK2,,5NK2,"40.80139923095703, -72.6624984741211"
5NK3,heliport,Westhampton Beach Heliport,5.0,,US,US-NY,Westhampton Beach,5NK3,,5NK3,"40.80229949951172, -72.66290283203125"
5NK4,heliport,Olean General Heliport,1426.0,,US,US-NY,Olean,5NK4,,5NK4,"42.09170150756836, -78.42780303955078"
5NK5,closed,Kingdom Field,380.0,,US,US-NY,Oswego,,,,"43.408699, -76.441299"
5NK6,heliport,Erwin Heliport,1022.0,,US,US-NY,Painted Post,5NK6,,5NK6,"42.152000427246094, -77.09709930419922"
5NK7,heliport,Hammersley Hill Heliport,940.0,,US,US-NY,Pawling,5NK7,,5NK7,"41.59450149536133, -73.55599975585938"
5NK8,heliport,South Quaker Heliport,700.0,,US,US-NY,Pawling,5NK8,,5NK8,"41.52690124511719, -73.58059692382812"
5NK9,small_airport,Treichler Farm Airport,1140.0,,US,US-NY,Wales,5NK9,,5NK9,"42.76169967651367, -78.49610137939453"
5NY1,small_airport,Tomahawk Hills Airport,2380.0,,US,US-NY,Meridale,5NY1,,5NY1,"42.39979934692383, -74.90630340576172"
5NY2,heliport,Tennessee Gas Pipeline Heliport,1650.0,,US,US-NY,Clymer,5NY2,,5NY2,"42.0547981262207, -79.69450378417969"
5NY3,closed,Keech Airport,1070.0,,US,US-NY,Etna,,,,"42.492902, -76.386901"
5NY4,small_airport,Stanwix Heights Airport,610.0,,US,US-NY,Rome,5NY4,,5NY4,"43.15760040283203, -75.43070220947266"
5NY5,small_airport,Gardiner Airport,340.0,,US,US-NY,Gardiner,5NY5,,5NY5,"41.66680145263672, -74.14959716796875"
5NY6,closed,Merrill Glen Cove Heliport,150.0,,US,US-NY,Glen Cove,,,,"40.860103, -73.596199"
5NY7,small_airport,Rolling Hills Airport,410.0,,US,US-NY,Goshen,5NY7,,5NY7,"41.32789993286133, -74.40989685058594"
5NY8,heliport,Bowline Point Heliport,10.0,,US,US-NY,Haverstraw,5NY8,,5NY8,"41.205536, -73.963974"
5NY9,closed,Alexander's-Roosevelt Heliport,120.0,,US,US-NY,Hempstead,,,,"40.733398, -75.624603"
5O1,small_airport,Vici Municipal Airport,2268.0,,US,US-OK,Vici,,,5O1,"36.141701, -99.303201"
5OH0,closed,Alge Airport,857.0,,US,US-OH,Arlington,,,,"40.9048, -83.644697"
5OH1,heliport,Samaritan Hospital Heliport,1120.0,,US,US-OH,Ashland,5OH1,,5OH1,"40.85639953613281, -82.31069946289062"
5OH2,heliport,Odot District 03 Heliport,1012.0,,US,US-OH,Ashland,5OH2,,5OH2,"40.87670135498047, -82.29540252685547"
5OH3,heliport,Mary Rutan Heliport,1345.0,,US,US-OH,Bellefontaine,5OH3,,5OH3,"40.37730026245117, -83.75409698486328"
5OH4,closed,Armington Airport,820.0,,US,US-OH,Austinburg,,,,"41.734336, -80.875301"
5OH5,heliport,Meigs Mine 1 Heliport,620.0,,US,US-OH,Albany,5OH5,,5OH5,"39.055599212646484, -82.24150085449219"
5OH6,closed,Johnsons Field,700.0,,US,US-OH,Avon,,,,"41.431998, -81.974899"
5OH7,closed,Keller Airport,692.0,,US,US-OH,Avon,,,,"41.446702, -82.007103"
5OH8,heliport,Joseph Skilken & Co Heliport,830.0,,US,US-OH,Columbus,5OH8,,5OH8,"39.955299377399996, -82.99710083010001"
5OH9,small_airport,Furey Airport,1050.0,,US,US-OH,Malvern,5OH9,,5OH9,"40.696779, -81.179094"
5OI0,small_airport,Rohrer Airport,800.0,,US,US-OH,Loveland,5OI0,,5OI0,"39.28419876098633, -84.2113037109375"
5OI3,small_airport,Sheets Field,1225.0,,US,US-OH,Kinsman,5OI3,,5OI3,"41.413700103759766, -80.5248031616211"
5OI5,small_airport,Hamrick Airport,810.0,,US,US-OH,Willshire,5OI5,,5OI5,"40.69340133666992, -84.78050231933594"
5OI7,small_airport,Gruetter Airport,600.0,,US,US-OH,Curtice,5OI7,,5OI7,"41.592498779296875, -83.37550354003906"
5OI8,small_airport,McKnight Airport,1172.0,,US,US-OH,Johnstown,5OI8,,5OI8,"40.19368, -82.65667"
5OI9,closed,Rogers Private Airport,725.0,,US,US-OH,Sherwood,,,,"41.327801, -84.557701"
5OK0,small_airport,Kits Airport,1492.0,,US,US-OK,Hydro,5OK0,,5OK0,"35.54135, -98.59455"
5OK1,heliport,Claremore Regional Hospital Heliport,620.0,,US,US-OK,Claremore,5OK1,,5OK1,"36.323322, -95.605125"
5OK2,small_airport,Christopher M. Rippee Memorial Airport,820.0,,US,US-OK,Non,5OK2,,5OK2,"34.776667, -96.245278"
5OK3,small_airport,Stearmans Roost Airport,702.0,,US,US-OK,Vinita,5OK3,,5OK3,"36.488399505615234, -95.1438980102539"
5OK4,small_airport,Pacer Field,1140.0,,US,US-OK,Washington,5OK4,,5OK4,"35.113112, -97.450647"
5OK5,heliport,Integris Clinton Regional Hospital Heliport,1615.0,,US,US-OK,Clinton,5OK5,,5OK5,"35.5250015259, -98.99199676510001"
5OK6,closed,Woodleaf Aero Estates Airport,1201.0,,US,US-OK,Edmond,,,,"35.712601, -97.366997"
5OK7,heliport,Jernigan Drilling Heliport,1323.0,,US,US-OK,Oklahoma City,5OK7,,5OK7,"35.46670150756836, -97.71700286865234"
5OK8,closed,Alford A. Bratcher Airport,1100.0,,US,US-OK,Marlow,,,,"34.675098, -97.855904"
5OK9,closed,Night Hawk Airpatch Ultralightport,670.0,,US,US-OK,Inola,,,,"36.189201, -95.540298"
5OL5,small_airport,Morning Yodle Airport,1128.0,,US,US-OK,Lexington,5OL5,,5OL5,"35.001975, -97.189844"
5OR0,small_airport,Backachers Ranch Airport,1460.0,,US,US-OR,Selma,5OR0,,5OR0,"42.285099029541016, -123.53299713134766"
5OR1,heliport,Helitradewinds Heliport,360.0,,US,US-OR,Molalla,5OR1,,5OR1,"45.14120101928711, -122.62100219726562"
5OR2,closed,Bushnell Airport,220.0,,US,US-OR,Sheridan,,,,"45.103197, -123.425003"
5OR3,small_airport,Siletz Airport,100.0,,US,US-OR,Siletz,5OR3,,5OR3,"44.73040008544922, -123.91500091552734"
5OR4,small_airport,Flying T Ranch Airport,4340.0,,US,US-OR,Sprague River,5OR4,,5OR4,"42.434693, -121.350861"
5OR5,small_airport,Juniper Air Park,3490.0,,US,US-OR,Bend,5OR5,,5OR5,"44.03459930419922, -121.11799621582031"
5OR6,heliport,Holy Rosary Medical Center Heliport,2155.0,,US,US-OR,Ontario,5OR6,,5OR6,"44.0256114696, -116.975815594"
5OR7,heliport,Santiam Memorial Hospital Helistop,515.0,,US,US-OR,Stayton,5OR7,,5OR7,"44.8047981262207, -122.78500366210938"
5OR8,small_airport,Hatch Airport,380.0,,US,US-OR,Stayton,5OR8,,5OR8,"44.77320098876953, -122.8499984741211"
5OR9,small_airport,Lone Oaks Ranch Airport,630.0,,US,US-OR,Stayton,5OR9,,5OR9,"44.776798248291016, -122.76000213623047"
5P3,small_airport,Bowdle Municipal Airport,1967.0,,US,US-SD,Bowdle,5SD3,,5SD3,"45.4394, -99.675102"
5P5,small_airport,Presho Municipal Airport,1760.0,,US,US-SD,Presho,5P5,,5P5,"43.90639877319336, -100.03700256347656"
5PA0,small_airport,Blomster Field,1050.0,,US,US-PA,Carmichaels,5PA0,,5PA0,"39.872849, -79.95533"
5PA1,small_airport,Broadt Personal Use Airport,920.0,,US,US-PA,Bloomsburg,5PA1,,5PA1,"40.997877, -76.384184"
5PA2,small_airport,Double D Skyranch Airport,1140.0,,US,US-PA,Drums,5PA2,,5PA2,"41.034883, -76.02185"
5PA3,closed,Metzler Airport,420.0,,US,US-PA,Manheim,,,,"40.166801, -76.399696"
5PA4,closed,Black Swan Farm Heliport,273.0,,US,US-PA,West Chester,,,,"39.966801, -75.649695"
5PA5,heliport,Monongahela Valley Hospital Heliport,1114.0,,US,US-PA,Monongahela,5PA5,,5PA5,"40.18230056762695, -79.91000366210938"
5PA6,small_airport,Shield Farm Airport,1240.0,,US,US-PA,Warren,5PA6,,5PA6,"41.931528, -79.130144"
5PA7,heliport,Indian Sleep Farm Heliport,270.0,,US,US-PA,Unionville,5PA7,,5PA7,"39.924800872802734, -75.69609832763672"
5PA8,small_airport,Chambers Airport,1021.0,,US,US-PA,Tunkhannock,45PN,,45PN,"41.554, -76.054583"
5PA9,small_airport,Taylor Flight Park Ultralightport,1580.0,,US,US-PA,Strattanville,5PA9,,5PA9,"41.18840026855469, -79.28230285644531"
5PN0,heliport,Lamtec Corp Heliport,385.0,,US,US-PA,Mount Bethel,5PN0,,5PN0,"40.915045, -75.088806"
5PN2,heliport,Memorial Hospital Heliport,800.0,,US,US-PA,Towanda,5PN2,,5PN2,"41.785301208496094, -76.44860076904297"
5PN3,heliport,Tyrone Hospital Heliport,1050.0,,US,US-PA,Tyrone,5PN3,,5PN3,"40.66809844970703, -78.25060272216797"
5PN4,heliport,Mahon Heliport,235.0,,US,US-PA,Hatboro,5PN4,,5PN4,"40.15439987182617, -75.07530212402344"
5PN5,closed,Bittner-Whitsel Airport,240.0,,US,US-PA,Rouzerville,,,,"39.743428, -77.525866"
5PN6,heliport,Lewistown Hospital Heliport,599.0,,US,US-PA,Lewistown,5PN6,,5PN6,"40.617801666259766, -77.56749725341797"
5PN7,small_airport,Jarrett Airport,210.0,,US,US-PA,Ivyland,5PN7,,5PN7,"40.233299255371094, -75.07499694824219"
5PN8,small_airport,Lincoln Farms Airport,1200.0,,US,US-PA,Calvin,5PN8,,5PN8,"40.32889938354492, -78.04499816894531"
5PN9,heliport,UPMC Pinnacle Heliport,589.0,,US,US-PA,Harrisburg,5PN9,,5PN9,"40.257701, -76.881015"
5PS0,heliport,Beau Street Heliport,1243.0,,US,US-PA,Washington,5PS0,,5PS0,"40.17919921875, -80.21730041503906"
5PS1,heliport,Lancaster General Hospital Heliport,406.0,,US,US-PA,Lancaster,5PS1,,5PS1,"40.047778, -76.30352"
5PS2,heliport,Paoli Memorial Hospital Heliport,474.0,,US,US-PA,Paoli,5PS2,,5PS2,"40.04399871826172, -75.4999008178711"
5PS3,heliport,St Francis Medical Center Heliport,947.0,,US,US-PA,Pittsburgh,5PS3,,5PS3,"40.46649932861328, -79.95279693603516"
5PS4,small_airport,Hansen Airport,320.0,,US,US-PA,Sassamansville,5PS4,,5PS4,"40.34260177612305, -75.57820129394531"
5PS5,small_airport,Chestnut Hill Airport,620.0,,US,US-PA,Duncannon,5PS5,,5PS5,"40.39680099487305, -77.0740966796875"
5PS6,heliport,Ranch Hill Heliport,600.0,,US,US-PA,Slatington,5PS6,,5PS6,"40.725799560546875, -75.57610321044922"
5PS7,heliport,Evangelical Community Hospital East Heliport,495.0,,US,US-PA,Lewisburg,5PS7,,5PS7,"40.97930145263672, -76.88580322265625"
5PS8,heliport,Heffernan Heliport,292.0,,US,US-PA,Prospectville,5PS8,,5PS8,"40.19649887084961, -75.17680358886719"
5PS9,closed,Tate Airport,570.0,,US,US-PA,West Rockhill,,,,"40.385365, -75.333016"
5Q2,heliport,US Forest Service Chester Heliport,4526.0,,US,US-CA,Chester,5Q2,,5Q2,"40.28850173949999, -121.242996216"
5QC,small_airport,Quartz Creek /Kougarok/ Airport,416.0,,US,US-AK,Quartz Creek,5QC,,5QC,"65.40589904785156, -164.656005859375"
5R7,small_airport,Roy E. Ray Airport,80.0,,US,US-AL,Bayou La Batre,5R7,,5R7,"30.454599380493164, -88.21060180664062"
5S1,small_airport,George Felt Airport,428.0,,US,US-OR,Roseburg,5S1,,5S1,"43.22480010986328, -123.39700317382812"
5S4,small_airport,Toledo State Airport,7.0,,US,US-OR,Toledo,5S4,,5S4,"44.60100173950195, -123.94000244140625"
5S5,small_airport,Lake Billy Chinook State Airport,2695.0,,US,US-OR,Culver,,,5S5,"44.519805, -121.3196"
5SC5,heliport,Loris Community Hospital Heliport,91.0,,US,US-SC,Loris,5SC5,,5SC5,"34.05889892578125, -78.89830017089844"
5T0,closed,Ward Airpark,105.0,,US,US-TX,Beasley,,,,"29.502273, -95.936372"
5T4,small_airport,Herreid Municipal Airport,1725.0,,US,US-SD,Herreid,,,5T4,"45.854198, -100.074997"
5TA0,small_airport,"Hamilton Aircraft, Inc Airport",3520.0,,US,US-TX,Seminole,5TA0,,5TA0,"32.731998443603516, -102.94400024414062"
5TA1,small_airport,Charping Airport,683.0,,US,US-TX,Temple,5TA1,,5TA1,"31.193500518798828, -97.4072036743164"
5TA2,small_airport,Rabbit Run Airport,740.0,,US,US-TX,Waco,5TA2,,5TA2,"31.454599380493164, -97.25029754638672"
5TA3,small_airport,Pearson Ranch Private Airport,350.0,,US,US-TX,Yoakum,5TA3,,5TA3,"29.359567, -97.144353"
5TA4,small_airport,Reed Airport,3369.0,,US,US-TX,Claude,5TA4,,5TA4,"34.90010070800781, -101.31700134277344"
5TA5,small_airport,Creasy Airport,23.0,,US,US-TX,Santa Fe,5TA5,,5TA5,"29.33609962463379, -95.11519622802734"
5TA6,closed,Knot 2 Shabby Airport,1820.0,,US,US-TX,Winters,,,,"31.935327, -99.89558"
5TA7,closed,Kami-Kazi Airport,25.0,,US,US-TX,Santa Fe,,,,"29.420799, -95.159103"
5TA8,small_airport,Deer Meadow Ranch Airport,520.0,,US,US-TX,Athens,5TA8,,5TA8,"32.013301849365234, -95.92829895019531"
5TA9,small_airport,Seagoville Airport,415.0,,US,US-TX,Seagoville,5TA9,,5TA9,"32.609901428222656, -96.52690124511719"
5TE0,small_airport,Comanche Ranch Airport,730.0,,US,US-TX,Eagle Pass,5TE0,,5TE0,"28.627301, -100.161403"
5TE1,small_airport,Rawls Ranch Airport,4520.0,,US,US-TX,Marfa,5TE1,,5TE1,"29.65019989013672, -103.94999694824219"
5TE2,small_airport,Bleakley Ranch Airport,1384.0,,US,US-TX,Dripping Springs,5TE2,,5TE2,"30.225200653076172, -98.14199829101562"
5TE3,small_airport,Alexander Ranch Airport,1250.0,,US,US-TX,Dripping Springs,5TE3,,5TE3,"30.275084, -98.122689"
5TE4,small_airport,Perkins Prothro Cimarron Ranch Airport,3995.0,,US,US-TX,Kerrick,5TE4,,5TE4,"36.508399963378906, -102.39199829101562"
5TE5,small_airport,Iron Mountain Ranch Airport,4313.0,,US,US-TX,Marathon,5TE5,,5TE5,"30.266235, -103.23349"
5TE6,small_airport,Keystone Ranch Airport,2023.0,,US,US-TX,San Angelo,5TE6,,5TE6,"31.269167, -100.460833"
5TE7,small_airport,Renz Ranch Airport,220.0,,US,US-TX,Eagle Lake,5TE7,,5TE7,"29.71940040588379, -96.30940246582031"
5TE8,small_airport,Willis N Clark Airport,3086.0,,US,US-TX,Miami,5TE8,,5TE8,"35.761199951171875, -100.75199890136719"
5TE9,heliport,Sierra Blanca Heliport,4512.0,,US,US-TX,Sierra Blanca,5TE9,,5TE9,"31.166498, -105.358994"
5TN0,closed,TGP Station 79 Heliport,500.0,,US,US-TN,Lobelville,,,,"35.778099, -87.785302"
5TN1,heliport,Baptist Memorial Hospital - Carrol County Heliport,100.0,,US,US-TN,Mc Kenzie,5TN1,,5TN1,"36.137186, -88.488534"
5TN2,heliport,Tgp Station 71 Heliport,440.0,,US,US-TN,Middleton,5TN2,,5TN2,"35.03340148925781, -88.89309692382812"
5TN3,heliport,Boondocks Heliport,1500.0,,US,US-TN,Pigeon Forge,5TN3,,5TN3,"35.738399505615234, -83.60659790039062"
5TN4,small_airport,Mcgraw's Backyard Airport,920.0,,US,US-TN,Greenback,5TN4,,5TN4,"35.67060089111328, -84.11579895019531"
5TN5,heliport,Tennessee Gas Heliport,770.0,,US,US-TN,Portland,5TN5,,5TN5,"36.618099212646484, -86.55919647216797"
5TN6,heliport,Hardin Medical Center Heliport,433.0,,US,US-TN,Savannah,5TN6,,5TN6,"35.22922, -88.23069"
5TN7,heliport,Tgp Station 856 Heliport,484.0,,US,US-TN,Savannah,5TN7,,5TN7,"35.15919876098633, -88.22239685058594"
5TN8,heliport,Perry Memorial Hospital Heliport,740.0,,US,US-TN,Linden,5TN8,,5TN8,"35.59510040283203, -87.8561019897461"
5TN9,small_airport,One Grand Field,1000.0,,US,US-TN,Cookeville,5TN9,,5TN9,"36.11389923095703, -85.59500122070312"
5TS0,small_airport,Diehl Ranch Airport,26.0,,US,US-TX,Arcadia,5TS0,,5TS0,"29.412500381469727, -95.12239837646484"
5TS1,closed,Uno Mas Ranch Airport,380.0,,US,US-TX,Cotulla,,,,"28.200978, -99.145934"
5TS2,small_airport,Chan-C Airport,536.0,,US,US-TX,Coupland,5TS2,,5TS2,"30.478729, -97.318847"
5TS3,small_airport,Knapp Pecan Orchard Airpark,450.0,,US,US-TX,Dawson,5TS3,,5TS3,"31.974199295043945, -96.67829895019531"
5TS4,small_airport,Mc Entire Airport,790.0,,US,US-TX,Decatur,5TS4,,5TS4,"33.1445999146, -97.6016998291"
5TS5,small_airport,Mc Donald Ranch Airport,555.0,,US,US-TX,Dilley,5TS5,,5TS5,"28.6511001587, -99.2886962891"
5TS6,heliport,Air Logistics-Freeport Heliport,101.0,,US,US-TX,Freeport,5TS6,,5TS6,"29.075199127197266, -95.3604965209961"
5TS7,closed,R D Williams Airport,360.0,,US,US-TX,Garrison,,,,"31.7766, -94.485497"
5TS8,small_airport,Bear Creek Ranch Airport,1360.0,,US,US-TX,New Braunfels,5TS8,,5TS8,"29.8085994720459, -98.27249908447266"
5TS9,small_airport,Big Duke's Place Airport,5.0,,US,US-TX,Indianola,5TS9,,5TS9,"28.53030014038086, -96.52749633789062"
5TX0,small_airport,Hidden Valley Airpark,611.0,,US,US-TX,Lake Dallas,5TX0,,5TX0,"33.173500061035156, -97.05139923095703"
5TX1,closed,Harley White Field,1120.0,,US,US-TX,Lamkin,,,,"31.8613, -98.259499"
5TX2,small_airport,Grove Hill Airport,721.0,,US,US-TX,Leonard,5TX2,,5TX2,"33.422298431396484, -96.21690368652344"
5TX3,heliport,Centerpoint Energy South Houston Heliport,40.0,,US,US-TX,South Houston,5TX3,,5TX3,"29.642247, -95.211649"
5TX4,closed,Black Mark Strip,635.0,,US,US-TX,Lewisville,,,,"33.033501, -97.067001"
5TX5,closed,PSF Heliport,515.0,,US,US-TX,Terrell,,,,"32.868999, -96.271599"
5TX6,closed,Hilliard Landing Area Airport,635.0,,US,US-TX,Lewisville,,,,"33.006292, -97.068814"
5TX7,heliport,UT Health East Texas Tyler Regional Hospital Heliport,550.0,,US,US-TX,Tyler,5TX7,,5TX7,"32.337792, -95.290453"
5TX8,closed,Boon/Lovelace Airport,429.0,,US,US-TX,Linden,,,,"33.032101, -94.379402"
5TX9,closed,Utopia on the River Airport,1320.0,,US,US-TX,Utopia,,,,"29.583599, -99.526199"
5U0,small_airport,Denton Airport,3592.0,,US,US-MT,Denton,5U0,,5U0,"47.32080078125, -109.94200134277344"
5U6,small_airport,Fairview Airport,2152.0,,US,US-MT,Fairview,5U6,,5U6,"47.86109924316406, -104.072998046875"
5U8,small_airport,Geraldine Airport,3173.0,,US,US-MT,Geraldine,K5U8,,5U8,"47.596484, -110.266195"
5V4,small_airport,Calhan Airport,6450.0,,US,US-CO,Calhan,5V4,,5V4,"39.04779815673828, -104.29199981689453"
5V6,closed,Gebauer Airport,4509.0,,US,US-CO,Akron,,,,"40.244401, -103.094002"
5V8,small_airport,Kadoka Municipal Airport,2460.0,,US,US-SD,Kadoka,5V8,,5V8,"43.83330154418945, -101.49700164794922"
5VA0,heliport,South Boston Medical Heliport,460.0,,US,US-VA,South Boston,5VA0,,5VA0,"36.71849822998047, -78.90859985351562"
5VA1,heliport,Alleghany Regional Hospital Heliport,1136.0,,US,US-VA,Low Moor,5VA1,,5VA1,"37.79180145263672, -79.88259887695312"
5VA2,heliport,Sullins Heliport,1730.0,,US,US-VA,Bristol,5VA2,,5VA2,"36.61199951171875, -82.1886978149414"
5VA3,heliport,Stevens Helicopters Heliport,750.0,,US,US-VA,Lovingston,5VA3,,5VA3,"37.75680160522461, -78.8958969116211"
5VA4,closed,Reston Hospital Center Heliport,385.0,,US,US-VA,Herndon,,,,"38.962601, -77.362503"
5VA5,small_airport,Chimney View Airport,25.0,,US,US-VA,Fredericksburg,5VA5,,5VA5,"38.403499603271484, -77.31580352783203"
5VA6,heliport,Rockingham Heliport,1500.0,,US,US-VA,Harrisonburg,5VA6,,5VA6,"38.48429870605469, -78.8677978515625"
5VA7,heliport,Coeburn Heliport,2010.0,,US,US-VA,Coeburn,5VA7,,5VA7,"36.959800720214844, -82.47019958496094"
5VA8,heliport,Dda Heliport,1340.0,,US,US-VA,Duffield,5VA8,,5VA8,"36.71120071411133, -82.80069732666016"
5VA9,closed,Kilmarnock/Tolbert Field,7.0,,US,US-VA,Kilmarnock,,,,"37.692896, -76.317939"
5VG2,small_airport,Foster Field,13.0,,US,US-VA,Mathews,5VG2,,5VG2,"37.454436, -76.372191"
5WA0,small_airport,Sourdough Airport,2640.0,,US,US-WA,Tonasket,5WA0,,5WA0,"48.596393, -119.100423"
5WA1,small_airport,Dorman Field,700.0,,US,US-WA,Mesa,5WA1,,5WA1,"46.521422, -119.177189"
5WA2,closed,B & M Ranch Airport,370.0,,US,US-WA,Monroe,,,,"47.866501, -121.901001"
5WA3,heliport,St Mary Medical Center Heliport,939.0,,US,US-WA,Walla Walla,5WA3,,5WA3,"46.062198638916016, -118.34300231933594"
5WA4,closed,Boundary Substation Heliport,2511.0,,US,US-WA,Metaline Falls,,,,"48.981822, -117.359605"
5WA5,closed,Ross Private Strip,920.0,,US,US-WA,Orondo,,,,"47.763199, -120.152"
5WA6,heliport,Foster Heliport,550.0,,US,US-WA,Napavine,5WA6,,5WA6,"46.549800872802734, -122.85099792480469"
5WA7,small_airport,Wild Hair Airport,1620.0,,US,US-WA,Centerville,5WA7,,5WA7,"45.71842, -120.985246"
5WA8,small_airport,Hogan's Corner Airport,50.0,,US,US-WA,Hoquiam,5WA8,,5WA8,"47.04166, -124.145744"
5WA9,small_airport,Brush Prairie Aerodrome,290.0,,US,US-WA,Brush Prairie,5WA9,,5WA9,"45.723899841308594, -122.54399871826172"
5WI0,closed,Grandpa's Farm Airport,970.0,,US,US-WI,Augusta,,,,"44.7027, -91.133797"
5WI1,small_airport,Springbrook Airport,1110.0,,US,US-WI,Springbrook,5WI1,,5WI1,"45.902228, -91.677159"
5WI2,small_airport,Plainfield International Airport,1110.0,,US,US-WI,Plainfield,5WI2,,5WI2,"44.22249984741211, -89.49539947509766"
5WI3,small_airport,Der Schwarzwald Airport,925.0,,US,US-WI,Waterloo,5WI3,,5WI3,"43.207801818847656, -89.01709747314453"
5WI4,small_airport,Larson Airport,615.0,,US,US-WI,Marinette,5WI4,,5WI4,"45.08140182495117, -87.6792984008789"
5WI5,small_airport,Haymeadow Airport,1500.0,,US,US-WI,Merrill,5WI5,,5WI5,"45.275001525878906, -89.4917984008789"
5WI6,small_airport,Independence Airport,804.0,,US,US-WI,Independence,5WI6,,5WI6,"44.367003, -91.396101"
5WI7,heliport,Thedacare Medical Center Waupaca Heliport,804.0,,US,US-WI,Waupaca,5WI7,,5WI7,"44.345463, -89.076157"
5WI8,small_airport,Ermis-Ridgeview Airport,715.0,,US,US-WI,Coleman,5WI8,,5WI8,"45.07609939575195, -88.00430297851562"
5WI9,closed,Patz Airport,860.0,,US,US-WI,Pound,,,,"45.1297, -88.164802"
5WN2,small_airport,Eberle Ranch Airport,1050.0,,US,US-WI,Dane,5WN2,,5WN2,"43.2682991027832, -89.4843978881836"
5WN8,small_airport,Knight Sky Airport,1475.0,,US,US-WI,Wausau,5WN8,,5WN8,"45.0323982239, -89.401802063"
5WN9,small_airport,Ottman Landing Airport,1150.0,,US,US-WI,Maiden Rock,5WN9,,5WN9,"44.594398498535156, -92.25849914550781"
5WV5,heliport,St Joseph's Hospital Heliport,600.0,,US,US-WV,Parkersburg,5WV5,,5WV5,"39.280119, -81.552082"
5XA0,small_airport,Hunter's Creek Airport,2050.0,,US,US-TX,Kinckerboker,5XA0,,5XA0,"31.255762, -100.647603"
5XA1,small_airport,LZ Juliet Bravo Airport,1078.0,,US,US-TX,Valley Mills,5XA1,,5XA1,"31.630786, -97.707572"
5XA2,heliport,Flap-Air Helicopter Services Heliport,2330.0,,US,US-TX,Canadian,5XA2,,5XA2,"35.929149, -100.313705"
5XA9,small_airport,Venable Airpark,638.0,,US,US-TX,Aubrey,5XA9,,5XA9,"33.338784, -96.997046"
5XS0,small_airport,Tnt Ultralightport,708.0,,US,US-TX,Randolph,5XS0,,5XS0,"33.496700286865234, -96.26470184326172"
5XS1,heliport,Christus Southeast Texas Saint Mary Hospital Heliport,16.0,,US,US-TX,Port Arthur,5XS1,,5XS1,"29.90896, -93.923545"
5XS2,small_airport,Kimball Farm Service Inc Airport,3700.0,,US,US-TX,Hereford,5XS2,,5XS2,"35.03340148925781, -102.19999694824219"
5XS3,small_airport,Wilber Farms Airport,11.0,,US,US-TX,Winnie,5XS3,,5XS3,"29.769699096679688, -94.26129913330078"
5XS4,small_airport,Gary's Airport,655.0,,US,US-TX,Marion,5XS4,,5XS4,"29.586299896240234, -98.11969757080078"
5XS5,small_airport,Wits End Ranch Airport,545.0,,US,US-TX,Grand Saline,5XS5,,5XS5,"32.542581, -95.70861"
5XS6,small_airport,Old Reb Airport,60.0,,US,US-TX,Mercedes,5XS6,,5XS6,"26.1754, -97.875298"
5XS7,small_airport,Outback Airport,3286.0,,US,US-TX,Lockney,5XS7,,5XS7,"34.229698181152344, -101.46399688720703"
5XS8,small_airport,L Davis Ranch Airport,1390.0,,US,US-TX,Brackettville,5XS8,,5XS8,"29.50394, -100.295906"
5XS9,small_airport,Byrt Airport,414.0,,US,US-TX,Streetman,5XS9,,5XS9,"31.92180061340332, -96.26499938964844"
5Y0,small_airport,Harrisville Airport,675.0,,US,US-MI,Harrisville,5Y0,,5Y0,"44.670799255371094, -83.3041000366211"
5Y2,small_airport,Houghton Lake State Airport,1165.0,,US,US-MI,Houghton Lake Heights,5Y2,,5Y2,"44.329200744628906, -84.79170227050781"
5Y3,small_airport,Gutzmer's Twin Oaks Airport,821.0,,US,US-WI,Whitewater,5Y3,,5Y3,"42.853599548339844, -88.75980377197266"
5Y4,small_airport,Lost Creek Airport,1051.0,,US,US-MI,Luzerne,5Y4,,5Y4,"44.65999984741211, -84.23750305175781"
